,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,state_code,price_per_product,profit_per_product,loss,discount
6367,First Class,Home Office,United States,New York City,New York,East,Technology,Phones,119.02,2,0.0,33.3256,NY,59.51,16.6628,0.0,No Discount
6373,Second Class,Home Office,United States,New York City,New York,East,Technology,Accessories,371.97,3,0.0,66.9546,NY,123.99000000000001,22.3182,0.0,No Discount
6378,Standard Class,Home Office,United States,Waterbury,Connecticut,East,Technology,Accessories,99.99,1,0.0,41.9958,CT,99.99,41.9958,0.0,No Discount
6382,Standard Class,Consumer,United States,Springfield,Ohio,East,Technology,Phones,158.376,4,0.4,-36.9544,OH,39.594,-9.2386,-36.9544,Discount
6384,First Class,Consumer,United States,Austin,Texas,Central,Technology,Accessories,47.984,2,0.2,14.3952,TX,23.992,7.1976,0.0,Discount
6385,First Class,Consumer,United States,Austin,Texas,Central,Technology,Accessories,62.592,8,0.2,13.3008,TX,7.824,1.6626,0.0,Discount
6398,Standard Class,Home Office,United States,Concord,New Hampshire,East,Technology,Phones,824.95,5,0.0,247.485,NH,164.99,49.497,0.0,No Discount
6404,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Technology,Phones,177.48,3,0.2,19.9665,NC,59.16,6.6555,0.0,Discount
6410,First Class,Consumer,United States,Houston,Texas,Central,Technology,Phones,7.992,1,0.2,0.6993,TX,7.992,0.6993,0.0,Discount
6413,Standard Class,Home Office,United States,Louisville,Kentucky,South,Technology,Accessories,98.16,6,0.0,9.816,KY,16.36,1.6360000000000001,0.0,No Discount
6416,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,108.576,4,0.4,-25.3344,PA,27.144,-6.3336,-25.3344,Discount
6422,Standard Class,Corporate,United States,Draper,Utah,West,Technology,Accessories,111.93,7,0.0,34.6983,UT,15.99,4.9569,0.0,No Discount
6425,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Copiers,8399.976,4,0.4,1119.9968,PA,2099.994,279.9992,0.0,Discount
6428,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,122.382,3,0.4,-24.4764,PA,40.794000000000004,-8.158800000000001,-24.4764,Discount
6434,Standard Class,Corporate,United States,Chicago,Illinois,Central,Technology,Phones,180.96,5,0.2,13.572,IL,36.192,2.7144,0.0,Discount
6437,First Class,Consumer,United States,Pocatello,Idaho,West,Technology,Phones,302.376,3,0.2,22.6782,ID,100.79199999999999,7.5594,0.0,Discount
6452,Second Class,Consumer,United States,Glenview,Illinois,Central,Technology,Phones,158.376,3,0.2,13.8579,IL,52.792,4.6193,0.0,Discount
6456,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,135.99,1,0.0,36.7173,NY,135.99,36.7173,0.0,No Discount
6461,First Class,Corporate,United States,Baltimore,Maryland,East,Technology,Accessories,89.97,3,0.0,18.8937,MD,29.99,6.297899999999999,0.0,No Discount
6466,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,68.46,7,0.0,25.3302,CA,9.78,3.6186000000000003,0.0,No Discount
6468,Standard Class,Home Office,United States,Providence,Rhode Island,East,Technology,Phones,629.95,5,0.0,176.386,RI,125.99000000000001,35.2772,0.0,No Discount
6470,Standard Class,Home Office,United States,Detroit,Michigan,Central,Technology,Phones,131.98,2,0.0,35.6346,MI,65.99,17.8173,0.0,No Discount
6471,Standard Class,Home Office,United States,Detroit,Michigan,Central,Technology,Accessories,114.52,7,0.0,11.452,MI,16.36,1.636,0.0,No Discount
6477,Standard Class,Consumer,United States,Pembroke Pines,Florida,South,Technology,Accessories,205.992,1,0.2,-2.5749,FL,205.992,-2.5749,-2.5749,Discount
6479,Standard Class,Consumer,United States,Pembroke Pines,Florida,South,Technology,Phones,503.96,5,0.2,50.396,FL,100.792,10.0792,0.0,Discount
6482,Standard Class,Consumer,United States,Pembroke Pines,Florida,South,Technology,Accessories,110.4,2,0.2,-4.14,FL,55.2,-2.07,-4.14,Discount
6484,Standard Class,Corporate,United States,New York City,New York,East,Technology,Machines,78.66,6,0.0,36.1836,NY,13.11,6.0306,0.0,No Discount
6493,Standard Class,Corporate,United States,Orlando,Florida,South,Technology,Phones,244.768,4,0.2,24.4768,FL,61.192,6.1192,0.0,Discount
6494,Second Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,24.0,2,0.2,-2.7,TX,12.0,-1.35,-2.7,Discount
6496,Second Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,26.176,2,0.2,-3.272,TX,13.088,-1.636,-3.272,Discount
6499,Standard Class,Home Office,United States,Louisville,Kentucky,South,Technology,Accessories,279.86,14,0.0,64.3678,KY,19.990000000000002,4.597700000000001,0.0,No Discount
6501,Standard Class,Consumer,United States,Medina,Ohio,East,Technology,Phones,539.964,6,0.4,-107.9928,OH,89.99400000000001,-17.9988,-107.9928,Discount
6502,Standard Class,Consumer,United States,Medina,Ohio,East,Technology,Phones,50.232,7,0.4,-10.0464,OH,7.176,-1.4352,-10.0464,Discount
6514,Standard Class,Home Office,United States,San Francisco,California,West,Technology,Phones,206.384,2,0.2,23.2182,CA,103.192,11.6091,0.0,Discount
6524,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,59.994,1,0.4,-12.9987,PA,59.994,-12.9987,-12.9987,Discount
6527,Second Class,Corporate,United States,Warwick,Rhode Island,East,Technology,Copiers,1999.96,4,0.0,899.982,RI,499.99,224.9955,0.0,No Discount
6532,Standard Class,Consumer,United States,Rochester,Minnesota,Central,Technology,Accessories,142.8,1,0.0,29.988,MN,142.8,29.988,0.0,No Discount
6533,Standard Class,Consumer,United States,Rochester,Minnesota,Central,Technology,Accessories,399.95,5,0.0,143.982,MN,79.99,28.7964,0.0,No Discount
6538,Standard Class,Corporate,United States,Newark,Delaware,East,Technology,Phones,158.99,1,0.0,41.3374,DE,158.99,41.3374,0.0,No Discount
6542,First Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,107.88,3,0.2,10.788,WA,35.96,3.596,0.0,Discount
6553,Second Class,Home Office,United States,Chicago,Illinois,Central,Technology,Accessories,319.968,4,0.2,71.9928,IL,79.992,17.9982,0.0,Discount
6571,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,227.976,3,0.2,28.497,TX,75.992,9.499,0.0,Discount
6574,Standard Class,Corporate,United States,Plainfield,New Jersey,East,Technology,Machines,319.92,8,0.0,118.3704,NJ,39.99,14.7963,0.0,No Discount
6575,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,1049.44,8,0.0,440.7648,CA,131.18,55.0956,0.0,No Discount
6577,Second Class,Consumer,United States,Arlington,Virginia,South,Technology,Phones,173.94,6,0.0,50.4426,VA,28.99,8.4071,0.0,No Discount
6578,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,1007.944,7,0.2,75.5958,WA,143.992,10.7994,0.0,Discount
6582,Standard Class,Corporate,United States,Edmonds,Washington,West,Technology,Accessories,179.97,3,0.0,86.3856,WA,59.99,28.795199999999998,0.0,No Discount
6584,Standard Class,Consumer,United States,Salem,Virginia,South,Technology,Phones,271.96,4,0.0,67.99,VA,67.99,16.9975,0.0,No Discount
6592,Standard Class,Corporate,United States,San Francisco,California,West,Technology,Phones,19.8,5,0.2,1.7325,CA,3.96,0.3465,0.0,Discount
6606,Standard Class,Consumer,United States,Santa Ana,California,West,Technology,Phones,211.168,4,0.2,23.7564,CA,52.792,5.9391,0.0,Discount
6608,Standard Class,Consumer,United States,Santa Ana,California,West,Technology,Machines,371.976,3,0.2,116.2425,CA,123.992,38.7475,0.0,Discount
6613,Standard Class,Consumer,United States,Louisville,Kentucky,South,Technology,Phones,469.95,5,0.0,131.586,KY,93.99,26.317200000000003,0.0,No Discount
6626,Standard Class,Consumer,United States,New York City,New York,East,Technology,Machines,6999.96,4,0.0,2239.9872,NY,1749.99,559.9968,0.0,No Discount
6628,Second Class,Consumer,United States,New York City,New York,East,Technology,Phones,279.86,14,0.0,134.3328,NY,19.990000000000002,9.5952,0.0,No Discount
6633,Same Day,Consumer,United States,San Francisco,California,West,Technology,Accessories,199.99,1,0.0,85.9957,CA,199.99,85.9957,0.0,No Discount
6635,Same Day,Consumer,United States,Charlotte,North Carolina,South,Technology,Phones,627.168,4,0.2,70.5564,NC,156.792,17.6391,0.0,Discount
6641,Standard Class,Consumer,United States,Indianapolis,Indiana,Central,Technology,Accessories,79.78,2,0.0,29.5186,IN,39.89,14.7593,0.0,No Discount
6643,Standard Class,Consumer,United States,Redmond,Oregon,West,Technology,Phones,438.368,4,0.2,38.3572,OR,109.592,9.5893,0.0,Discount
6644,Standard Class,Consumer,United States,Redmond,Oregon,West,Technology,Phones,139.944,7,0.2,-31.4874,OR,19.991999999999997,-4.4982,-31.4874,Discount
6649,First Class,Corporate,United States,Arlington,Texas,Central,Technology,Copiers,319.984,2,0.2,107.9946,TX,159.992,53.9973,0.0,Discount
6654,Standard Class,Home Office,United States,Gilbert,Arizona,West,Technology,Phones,333.576,3,0.2,25.0182,AZ,111.19200000000001,8.3394,0.0,Discount
6655,Standard Class,Home Office,United States,Gilbert,Arizona,West,Technology,Accessories,31.992,1,0.2,4.7988,AZ,31.992,4.7988,0.0,Discount
6669,Second Class,Consumer,United States,Vineland,New Jersey,East,Technology,Accessories,87.4,5,0.0,34.96,NJ,17.48,6.992,0.0,No Discount
6675,Second Class,Consumer,United States,Lawrence,Indiana,Central,Technology,Machines,83.9,2,0.0,22.653,IN,41.95,11.3265,0.0,No Discount
6677,Second Class,Consumer,United States,Lawrence,Indiana,Central,Technology,Accessories,393.54,3,0.0,165.2868,IN,131.18,55.0956,0.0,No Discount
6688,Second Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,111.96,4,0.0,21.2724,CA,27.99,5.3181,0.0,No Discount
6694,Standard Class,Home Office,United States,Franklin,Wisconsin,Central,Technology,Accessories,47.97,3,0.0,14.8707,WI,15.99,4.9569,0.0,No Discount
6703,Standard Class,Consumer,United States,Long Beach,California,West,Technology,Phones,217.584,2,0.2,19.0386,CA,108.792,9.5193,0.0,Discount
6705,Standard Class,Consumer,United States,Long Beach,California,West,Technology,Phones,143.976,3,0.2,8.9985,CA,47.992,2.9995,0.0,Discount
6706,Standard Class,Corporate,United States,Fort Lauderdale,Florida,South,Technology,Phones,519.68,7,0.2,58.464,FL,74.24,8.352,0.0,Discount
6714,Same Day,Consumer,United States,Skokie,Illinois,Central,Technology,Accessories,39.264,3,0.2,-4.908,IL,13.088000000000001,-1.6360000000000001,-4.908,Discount
6720,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,149.95,5,0.0,31.4895,CA,29.99,6.2979,0.0,No Discount
6744,Second Class,Consumer,United States,Dublin,Ohio,East,Technology,Accessories,479.952,6,0.2,107.9892,OH,79.992,17.9982,0.0,Discount
6746,First Class,Corporate,United States,New York City,New York,East,Technology,Phones,629.95,5,0.0,163.787,NY,125.99000000000001,32.757400000000004,0.0,No Discount
6749,Standard Class,Consumer,United States,New York City,New York,East,Technology,Phones,116.98,2,0.0,29.245,NY,58.49,14.6225,0.0,No Discount
6757,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Technology,Phones,395.94,6,0.0,102.9444,NJ,65.99,17.1574,0.0,No Discount
6764,Standard Class,Consumer,United States,Chicago,Illinois,Central,Technology,Machines,1362.9,3,0.3,-19.47,IL,454.3,-6.489999999999999,-19.47,Discount
6777,Standard Class,Home Office,United States,New York City,New York,East,Technology,Accessories,449.91,9,0.0,157.4685,NY,49.99,17.4965,0.0,No Discount
6794,Standard Class,Corporate,United States,Chicago,Illinois,Central,Technology,Phones,239.976,3,0.2,26.9973,IL,79.992,8.9991,0.0,Discount
6800,Standard Class,Corporate,United States,Phoenix,Arizona,West,Technology,Machines,269.97,2,0.7,-386.957,AZ,134.985,-193.4785,-386.957,Discount
6801,Standard Class,Corporate,United States,Phoenix,Arizona,West,Technology,Accessories,45.12,3,0.2,-7.896,AZ,15.04,-2.632,-7.896,Discount
6802,Standard Class,Corporate,United States,Phoenix,Arizona,West,Technology,Accessories,100.8,2,0.2,21.42,AZ,50.4,10.71,0.0,Discount
6804,First Class,Consumer,United States,Pomona,California,West,Technology,Accessories,99.98,2,0.0,34.993,CA,49.99,17.4965,0.0,No Discount
6810,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Machines,12.585,1,0.7,-18.0385,PA,12.585,-18.0385,-18.0385,Discount
6814,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Machines,241.17,2,0.7,-168.819,PA,120.585,-84.4095,-168.819,Discount
6826,Standard Class,Corporate,United States,Lafayette,Indiana,Central,Technology,Copiers,17499.95,5,0.0,8399.976,IN,3499.9900000000002,1679.9952,0.0,No Discount
6830,Second Class,Corporate,United States,New York City,New York,East,Technology,Phones,197.97,3,0.0,53.4519,NY,65.99,17.8173,0.0,No Discount
6834,Standard Class,Corporate,United States,Montebello,California,West,Technology,Accessories,27.88,2,0.0,3.9032,CA,13.94,1.9516,0.0,No Discount
6839,Standard Class,Corporate,United States,Torrance,California,West,Technology,Phones,371.2,5,0.2,41.76,CA,74.24,8.352,0.0,Discount
6841,Standard Class,Corporate,United States,Springfield,Virginia,South,Technology,Accessories,20.7,3,0.0,1.656,VA,6.8999999999999995,0.5519999999999999,0.0,No Discount
6847,Standard Class,Consumer,United States,Phoenix,Arizona,West,Technology,Phones,55.992,1,0.2,3.4995,AZ,55.992,3.4995,0.0,Discount
6853,Second Class,Corporate,United States,Little Rock,Arkansas,South,Technology,Phones,494.97,3,0.0,148.491,AR,164.99,49.49700000000001,0.0,No Discount
6860,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,274.89,11,0.0,46.7313,CA,24.99,4.2482999999999995,0.0,No Discount
6865,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,91.96,5,0.2,-20.691,CA,18.392,-4.138199999999999,-20.691,Discount
6866,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,254.97,3,0.0,91.7892,CA,84.99,30.5964,0.0,No Discount
6867,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Phones,31.984,2,0.2,-7.996,CA,15.992,-3.998,-7.996,Discount
6874,Second Class,Consumer,United States,Beaumont,Texas,Central,Technology,Accessories,119.976,3,0.2,-17.9964,TX,39.992,-5.9988,-17.9964,Discount
6885,Standard Class,Consumer,United States,Springfield,Ohio,East,Technology,Accessories,37.056,4,0.2,8.8008,OH,9.264,2.2002,0.0,Discount
6886,Standard Class,Consumer,United States,Springfield,Ohio,East,Technology,Phones,259.896,2,0.4,-56.3108,OH,129.948,-28.1554,-56.3108,Discount
6889,Standard Class,Corporate,United States,Columbus,Georgia,South,Technology,Phones,95.68,8,0.0,26.7904,GA,11.96,3.3488,0.0,No Discount
6894,Standard Class,Corporate,United States,Columbus,Georgia,South,Technology,Phones,411.98,2,0.0,119.4742,GA,205.99,59.7371,0.0,No Discount
6900,Standard Class,Home Office,United States,New York City,New York,East,Technology,Accessories,559.93,7,0.0,167.979,NY,79.99,23.997000000000003,0.0,No Discount
6901,Same Day,Corporate,United States,Huntington Beach,California,West,Technology,Copiers,2399.96,5,0.2,839.986,CA,479.992,167.9972,0.0,Discount
6907,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,1001.584,2,0.2,125.198,WA,500.792,62.599,0.0,Discount
6912,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,159.56,4,0.0,59.0372,CA,39.89,14.7593,0.0,No Discount
6913,Standard Class,Consumer,United States,West Palm Beach,Florida,South,Technology,Phones,55.984,2,0.2,4.1988,FL,27.992,2.0994,0.0,Discount
6929,Second Class,Consumer,United States,San Francisco,California,West,Technology,Phones,862.344,7,0.2,97.0137,CA,123.19200000000001,13.8591,0.0,Discount
6931,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,13.494,1,0.4,-2.249,PA,13.494,-2.249,-2.249,Discount
6932,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,23.988,2,0.4,-13.993,PA,11.994,-6.9965,-13.993,Discount
6935,Second Class,Corporate,United States,El Paso,Texas,Central,Technology,Accessories,95.976,3,0.2,-10.7973,TX,31.992,-3.5991,-10.7973,Discount
6938,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,479.72,4,0.0,52.7692,WA,119.93,13.1923,0.0,No Discount
6943,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,623.96,5,0.2,38.9975,CA,124.792,7.7995,0.0,Discount
6951,Standard Class,Corporate,United States,Dallas,Texas,Central,Technology,Machines,479.988,2,0.4,55.9986,TX,239.994,27.9993,0.0,Discount
6954,First Class,Consumer,United States,Los Angeles,California,West,Technology,Phones,503.96,5,0.2,50.396,CA,100.792,10.0792,0.0,Discount
6965,Second Class,Corporate,United States,Columbia,South Carolina,South,Technology,Accessories,75.98,2,0.0,18.2352,SC,37.99,9.1176,0.0,No Discount
6968,Second Class,Corporate,United States,New York City,New York,East,Technology,Phones,824.97,3,0.0,214.4922,NY,274.99,71.4974,0.0,No Discount
6971,Standard Class,Consumer,United States,Phoenix,Arizona,West,Technology,Accessories,89.584,2,0.2,4.4792,AZ,44.792,2.2396,0.0,Discount
6972,Standard Class,Consumer,United States,Phoenix,Arizona,West,Technology,Phones,471.92,2,0.2,29.495,AZ,235.96,14.7475,0.0,Discount
6977,First Class,Consumer,United States,Jonesboro,Arkansas,South,Technology,Phones,59.98,2,0.0,17.994,AR,29.99,8.997,0.0,No Discount
6983,Standard Class,Consumer,United States,Detroit,Michigan,Central,Technology,Phones,8.78,1,0.0,2.2828,MI,8.78,2.2828,0.0,No Discount
